queue	key	label	source	source_id	hint
review-readiness	CHEBI:28185	kanamycin C	CHEBI		MECHANISM_REVIEW: mechanism is absent; 0 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:73079	kanamycin D	CHEBI	PMID:22374809|PMID:9134733	MECHANISM_REVIEW: mechanism is absent; 2 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:72797	kanamycin X	CHEBI	PMID:21983602	MECHANISM_REVIEW: mechanism is absent; 1 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:66140	karalicin	CHEBI	PMID:8626241|PMID:8626242	MECHANISM_REVIEW: mechanism is absent; 2 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:81419	kasugamycin	ARO+CHEBI	PMID:5883494|PMID:16998486|PMID:16998488|PMID:19187763|PMID:20477873	MECHANISM_REVIEW: mechanism is source-seeded and not curator-checked; 10 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:6116	kavapyrone	CHEBI	PMID:17354169	MECHANISM_REVIEW: mechanism is absent; 1 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:66147	klugine	CHEBI	PMID:12880315|PMID:15974627	MECHANISM_REVIEW: mechanism is absent; 2 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:6141	knipholone	CHEBI	PMID:10630123|PMID:16716917|PMID:17388630|PMID:18663391|PMID:19345716	MECHANISM_REVIEW: mechanism is absent; 6 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:167314	KOM70144	CHEBI	PMID:18852458|PMID:32428392|PMID:33251371	MECHANISM_REVIEW: mechanism is absent; 3 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:66148	komaroviquinone	CHEBI	PMID:12542361|PMID:16149801|PMID:16304182|PMID:19461991	MECHANISM_REVIEW: mechanism is absent; 4 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:2962	kresoxim-methyl	ARO+CHEBI	PMID:8206296|PMID:9850581|PMID:8206295|PMID:23197469|PMID:23277369	MECHANISM_REVIEW: mechanism is source-seeded and not curator-checked; 11 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:75592	L-cycloserine	CHEBI	PMID:19932170|PMID:3430071|PMID:3771514|PMID:4150977|PMID:638858	MECHANISM_REVIEW: mechanism is absent; 9 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:42600	L-fucitol	CHEBI	PMID:12377243|PMID:20123133|PMID:21203146|PMID:24333485|PMID:6053331	MECHANISM_REVIEW: mechanism is absent; 7 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:143285	L-propargylglycine zwitterion	CHEBI	PMID:23772385|PMID:30867596|PMID:387077|PMID:3994731|PMID:7094918	MECHANISM_REVIEW: mechanism is absent; 7 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:145026	L-psicose	CHEBI	PMID:16243286|PMID:19111643|PMID:25888171|PMID:26020767|PMID:27262904	MECHANISM_REVIEW: mechanism is absent; 6 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:144833	L-β-ethynylserine	CHEBI	PMID:3082841	MECHANISM_REVIEW: mechanism is absent; 1 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:144729	L-β-ethynylserine zwitterion	CHEBI	PMID:3082841|PMID:30867596	MECHANISM_REVIEW: mechanism is absent; 2 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:66553	lactonamycin	CHEBI	PMID:15606108|PMID:8931735	MECHANISM_REVIEW: mechanism is absent; 2 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:6358	lactucin	CHEBI	PMID:10858433|PMID:15507374|PMID:16621374|PMID:24176340|PMID:24333270	MECHANISM_REVIEW: mechanism is absent; 5 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:192702	ladanein	CHEBI	PMID:11086900|PMID:12677524|PMID:17342612|PMID:17639984|PMID:19361824	MECHANISM_REVIEW: mechanism is absent; 10 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:72792	lamellarin α 20-hydrogen sulfate	CHEBI		MECHANISM_REVIEW: mechanism is source-seeded and not curator-checked; 0 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:66548	lamellarin α 20-sulfate	CHEBI	PMID:10354398|PMID:12150874|PMID:22071527	MECHANISM_REVIEW: mechanism is source-seeded and not curator-checked; 3 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:67473	lamesticumin A	CHEBI	PMID:21401117	MECHANISM_REVIEW: mechanism is absent; 1 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:67475	lamesticumin B	CHEBI	PMID:21401117	MECHANISM_REVIEW: mechanism is absent; 1 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:67476	lamesticumin C	CHEBI	PMID:21401117	MECHANISM_REVIEW: mechanism is absent; 1 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:67477	lamesticumin D	CHEBI	PMID:21401117	MECHANISM_REVIEW: mechanism is absent; 1 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:67478	lamesticumin E	CHEBI	PMID:21401117	MECHANISM_REVIEW: mechanism is absent; 1 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:67479	lamesticumin F	CHEBI	PMID:21401117	MECHANISM_REVIEW: mechanism is absent; 1 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:63577	lamivudine	CHEBI	PMID:12135009|PMID:19783232|PMID:21465499|PMID:21721935|PMID:21851334	MECHANISM_REVIEW: mechanism is source-seeded and not curator-checked; 10 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:66542	lancifodilactone F	CHEBI	PMID:15787482|PMID:18303901|PMID:22133065	MECHANISM_REVIEW: mechanism is absent; 3 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:66543	lancifodilactone G	CHEBI	PMID:15901155	MECHANISM_REVIEW: mechanism is absent; 1 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:66544	lancilactone C	CHEBI	PMID:37326375|PMID:9917290	MECHANISM_REVIEW: mechanism is absent; 2 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:77834	lancovutide	CHEBI	PMID:19747007|PMID:20873825|PMID:21091780|PMID:22534031|PMID:22543977	MECHANISM_REVIEW: mechanism is absent; 7 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:66549	lanigerol	CHEBI	PMID:8824952	MECHANISM_REVIEW: mechanism is absent; 1 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:67480	lansic acid 3-ethyl ester	CHEBI	PMID:21401117	MECHANISM_REVIEW: mechanism is absent; 1 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:6377	lapachol	CHEBI	PMID:11180522|PMID:30797783|PMID:30896339|PMID:31183610|PMID:31935485	MECHANISM_REVIEW: mechanism is absent; 10 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:92181	lasalocid	ARO+CHEBI	PMID:38069118|PMID:1705820|PMID:25364932|PMID:25535803|PMID:25556006	MECHANISM_REVIEW: mechanism is source-seeded and not curator-checked; 10 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:91848	lasalocid sodium	CHEBI	PMID:16028484|PMID:18567291|PMID:25155027|PMID:2619553|PMID:27580396	MECHANISM_REVIEW: mechanism is source-seeded and not curator-checked; 10 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:66555	laurinterol	CHEBI	PMID:11302194|PMID:15549668|PMID:18598167|PMID:32486286|PMID:33082417	MECHANISM_REVIEW: mechanism is absent; 6 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:66557	laurolistine	CHEBI	PMID:12237535	MECHANISM_REVIEW: mechanism is source-seeded and not curator-checked; 1 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:44401	lawsone	CHEBI		MECHANISM_REVIEW: mechanism is absent; 0 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:144671	LDC4297	CHEBI	PMID:25047832|PMID:25624324|PMID:30452929	MECHANISM_REVIEW: mechanism is absent; 3 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:66559	leachianone A	CHEBI	PMID:10843587	MECHANISM_REVIEW: mechanism is absent; 1 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:85089	ledipasvir	CHEBI	PMID:25553890|PMID:25591505|PMID:25619871|PMID:25627448|PMID:25674516	MECHANISM_REVIEW: mechanism is source-seeded and not curator-checked; 9 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:135748	lenampicillin	CHEBI	PMID:16312302|PMID:16312500|PMID:16312550|PMID:16312570|PMID:1761182	MECHANISM_REVIEW: mechanism is absent; 10 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:52650	leptomycin A	CHEBI	PMID:4077736|PMID:6874585|PMID:6874586	MECHANISM_REVIEW: mechanism is absent; 3 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:52646	leptomycin B	CHEBI	PMID:10421839|PMID:10430904|PMID:11134317|PMID:12468543|PMID:16964287	MECHANISM_REVIEW: mechanism is absent; 7 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:82622	leucascandrolide A congener	CHEBI	PMID:18516048	MECHANISM_REVIEW: mechanism is absent; 1 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:31753	leucomycin V	CHEBI	PMID:10383920|PMID:17724653|PMID:3172452|PMID:3221431|PMID:3613074	MECHANISM_REVIEW: mechanism is absent; 5 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:167048	levesquamide	CHEBI	PMID:32363877	MECHANISM_REVIEW: mechanism is absent; 1 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:63598	levofloxacin	ARO+CHEBI	PMID:15700957|PMID:10803495|PMID:11141388|PMID:11181130|PMID:11249554	MECHANISM_REVIEW: mechanism is source-seeded and not curator-checked; 11 source literature lead(s), 0 record evidence item(s), 2 target(s)
review-readiness	CHEBI:69098	licocoumarone	CHEBI	PMID:10993226|PMID:12392103|PMID:1913999|PMID:1941536|PMID:20724155	MECHANISM_REVIEW: mechanism is absent; 7 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:69082	licoricidin	CHEBI	PMID:12127165|PMID:20487583|PMID:20722535|PMID:21851508|PMID:22074222	MECHANISM_REVIEW: mechanism is absent; 5 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:69094	licoricone	CHEBI	PMID:12127165|PMID:1950571|PMID:22074222	MECHANISM_REVIEW: mechanism is absent; 3 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:69083	licorisoflavan A	CHEBI	PMID:22074222	MECHANISM_REVIEW: mechanism is absent; 1 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:17580	linalool	CHEBI	PMID:18695915|PMID:24570447|PMID:24758511	MECHANISM_REVIEW: mechanism is absent; 3 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:6469	linalyl acetate	CHEBI	PMID:23157022|PMID:23707744|PMID:24237351|PMID:24599102|PMID:24706627	MECHANISM_REVIEW: mechanism is absent; 5 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:6472	lincomycin	ARO+CHEBI	PMID:15135500|PMID:10582867|PMID:24324587	MECHANISM_REVIEW: mechanism is absent; 3 source literature lead(s), 0 record evidence item(s), 1 target(s)
review-readiness	CHEBI:66577	lindechunine A	CHEBI	PMID:12237535	MECHANISM_REVIEW: mechanism is source-seeded and not curator-checked; 1 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:63607	linezolid	ARO+CHEBI	PMID:15700955|PMID:18757750|PMID:21740298|PMID:21815204|PMID:21899392	MECHANISM_REVIEW: mechanism is source-seeded and not curator-checked; 12 source literature lead(s), 0 record evidence item(s), 1 target(s)
review-readiness	CHEBI:91402	linsitinib	CHEBI	PMID:20530704|PMID:24726739|PMID:25335932|PMID:25795408|PMID:26831715	MECHANISM_REVIEW: mechanism is absent; 9 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:80845	liquiritin	CHEBI	PMID:13829014|PMID:25744461|PMID:25746576|PMID:25993793|PMID:27892811	MECHANISM_REVIEW: mechanism is absent; 10 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:70649	liriodenine	CHEBI	PMID:19764006|PMID:21790492|PMID:21950162|PMID:21960256|PMID:22119096	MECHANISM_REVIEW: mechanism is absent; 6 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:71961	lividomycin A	ARO+CHEBI	PMID:4586150|PMID:5091208|PMID:5092786|PMID:1047630|PMID:1052072	MECHANISM_REVIEW: mechanism is absent; 12 source literature lead(s), 0 record evidence item(s), 2 target(s)
review-readiness	CHEBI:71962	lividomycin B	ARO+CHEBI	PMID:4586150|PMID:5034809	MECHANISM_REVIEW: mechanism is absent; 2 source literature lead(s), 0 record evidence item(s), 1 target(s)
review-readiness	CHEBI:66585	lobohedleolide	CHEBI	PMID:10785433	MECHANISM_REVIEW: mechanism is absent; 1 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:195298	loganetin	CHEBI	PMID:12943773|PMID:19967996|PMID:21799001|PMID:22466563|PMID:26749820	MECHANISM_REVIEW: mechanism is absent; 10 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:116278	lomefloxacin	ARO+CHEBI	PMID:8394795|PMID:11195849|PMID:3134843|PMID:3348607|PMID:3476021	MECHANISM_REVIEW: mechanism is absent; 5 source literature lead(s), 0 record evidence item(s), 1 target(s)
review-readiness	CHEBI:6518	lomefloxacin hydrochloride	CHEBI		MECHANISM_REVIEW: mechanism is absent; 0 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:6521	lonchocarpenin	CHEBI	PMID:24079177|PMID:24705564	MECHANISM_REVIEW: mechanism is absent; 2 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:66591	longipedumin A	CHEBI	PMID:16394567	MECHANISM_REVIEW: mechanism is source-seeded and not curator-checked; 1 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:68980	longirostrerone A	CHEBI	PMID:22004007	MECHANISM_REVIEW: mechanism is absent; 1 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:68981	longirostrerone B	CHEBI	PMID:22004007	MECHANISM_REVIEW: mechanism is absent; 1 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:68982	longirostrerone C	CHEBI	PMID:22004007	MECHANISM_REVIEW: mechanism is absent; 1 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:6532	loperamide	CHEBI	PMID:15900907|PMID:19034106|PMID:24398461	MECHANISM_REVIEW: mechanism is absent; 3 source literature lead(s), 0 record evidence item(s), 4 target(s)
review-readiness	CHEBI:6533	loperamide hydrochloride	CHEBI		MECHANISM_REVIEW: mechanism is absent; 0 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:31781	lopinavir	CHEBI	PMID:24014186|PMID:24518130|PMID:24566184|PMID:24805184|PMID:24906762	MECHANISM_REVIEW: mechanism is source-seeded and not curator-checked; 7 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:47544	loracarbef	ARO+CHEBI	PMID:3501757|PMID:8453172|PMID:1553350|PMID:1621740|PMID:1621742	MECHANISM_REVIEW: mechanism is absent; 7 source literature lead(s), 0 record evidence item(s), 1 target(s)
review-readiness	CHEBI:281056	loracarbef anion	CHEBI		MECHANISM_REVIEW: mechanism is absent; 0 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:214480	loracarbef zwitterion	CHEBI		MECHANISM_REVIEW: mechanism is absent; 0 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:77752	LTX-109	CHEBI	PMID:21732630|PMID:22585222	MECHANISM_REVIEW: mechanism is absent; 2 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:27774	lubimin	CHEBI		MECHANISM_REVIEW: mechanism is absent; 0 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:66592	lucensimycin E	CHEBI	PMID:19115838	MECHANISM_REVIEW: mechanism is absent; 1 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:66593	lucialdehyde B	CHEBI	PMID:12045343|PMID:16378363	MECHANISM_REVIEW: mechanism is absent; 2 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:66596	lucidumoside C	CHEBI	PMID:11411539|PMID:11724241|PMID:22987739	MECHANISM_REVIEW: mechanism is absent; 3 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:133127	lugdunin	ARO+CHEBI	PMID:27466123	MECHANISM_REVIEW: mechanism is absent; 1 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:156095	lumefantrine	CHEBI	PMID:12565929|PMID:12699750|PMID:12798326	MECHANISM_REVIEW: mechanism is absent; 3 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:66597	lupulin A	CHEBI	PMID:17191906|PMID:19946570|PMID:21073945|PMID:8759163	MECHANISM_REVIEW: mechanism is absent; 4 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:6574	lupulone	CHEBI	PMID:14827882|PMID:14920156|PMID:17434926|PMID:18276602|PMID:18383859	MECHANISM_REVIEW: mechanism is absent; 10 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:31788	luteolin 7-O-neohesperidoside	CHEBI	PMID:18600298|PMID:19771866|PMID:21656372	MECHANISM_REVIEW: mechanism is absent; 3 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:66603	lycojapodine A	CHEBI	PMID:19245240|PMID:20095616|PMID:22924746|PMID:22973823	MECHANISM_REVIEW: mechanism is absent; 4 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:6601	lycorine	CHEBI	PMID:12232602|PMID:14669261|PMID:15386196|PMID:19788245	MECHANISM_REVIEW: mechanism is source-seeded and not curator-checked; 4 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:59040	lymecycline	CHEBI	PMID:1650428|PMID:24985054|PMID:25672310	MECHANISM_REVIEW: mechanism is source-seeded and not curator-checked; 3 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:17231	m-cresol	CHEBI	PMID:15687000|PMID:23190556	MECHANISM_REVIEW: mechanism is absent; 2 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:66649	macluraxanthone B	CHEBI	PMID:11087602|PMID:15051062|PMID:15742807|PMID:15787460|PMID:17191926	MECHANISM_REVIEW: mechanism is absent; 5 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:66650	macluraxanthone C	CHEBI	PMID:11087602|PMID:17191926|PMID:18274278	MECHANISM_REVIEW: mechanism is absent; 3 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:17371	macrocin	CHEBI		MECHANISM_REVIEW: mechanism is absent; 0 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:73058	madecassic acid	CHEBI	PMID:22816768|PMID:22966846|PMID:23346217|PMID:24965394|PMID:25685908	MECHANISM_REVIEW: mechanism is absent; 10 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:6633	mafenide	ARO	PMID:4948236	MECHANISM_REVIEW: mechanism is absent; 1 source literature lead(s), 0 record evidence item(s), 3 target(s)
review-readiness	CHEBI:72449	malachite green	CHEBI	PMID:22236952|PMID:22526306|PMID:22623907|PMID:23122763|PMID:23199816	MECHANISM_REVIEW: mechanism is absent; 10 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:44107	malachite green cation	CHEBI	PMID:21487207|PMID:22236952|PMID:22526306|PMID:23122763|PMID:23199816	MECHANISM_REVIEW: mechanism is absent; 10 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:140173	malacidin A	ARO+CHEBI	PMID:29434326	MECHANISM_REVIEW: mechanism is absent; 1 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:140174	malacidin B	CHEBI	PMID:29434326	MECHANISM_REVIEW: mechanism is absent; 1 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:28460	maltotetraose	CHEBI	PMID:1295602|PMID:14074622|PMID:18587768|PMID:18597275|PMID:365247	MECHANISM_REVIEW: mechanism is absent; 7 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:35825	mandelic acid	CHEBI	PMID:22770225|PMID:24278065|PMID:4813698	MECHANISM_REVIEW: mechanism is absent; 3 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:138945	maniladiol	CHEBI	PMID:11543977|PMID:11809525|PMID:14987059|PMID:15490326|PMID:15635183	MECHANISM_REVIEW: mechanism is absent; 10 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:76945	manool	CHEBI	PMID:14695810|PMID:20132046|PMID:20397107|PMID:20438328|PMID:20839641	MECHANISM_REVIEW: mechanism is absent; 10 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:177359	mansouramycin A	CHEBI	PMID:19921834|PMID:30816348	MECHANISM_REVIEW: mechanism is absent; 2 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:29623	manumycin A	CHEBI	PMID:12699746|PMID:15787434|PMID:17363690|PMID:21349982|PMID:22272079	MECHANISM_REVIEW: mechanism is absent; 9 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:66667	manzamine A	CHEBI	PMID:10817722|PMID:17708655|PMID:18520099|PMID:20017491|PMID:20352293	MECHANISM_REVIEW: mechanism is absent; 8 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:73107	maprounic acid	CHEBI	PMID:22493952|PMID:2723669|PMID:6631436|PMID:7515410	MECHANISM_REVIEW: mechanism is source-seeded and not curator-checked; 4 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:63608	maraviroc	CHEBI	PMID:21134404|PMID:21383098|PMID:21393136|PMID:21505306|PMID:21595497	MECHANISM_REVIEW: mechanism is source-seeded and not curator-checked; 10 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:132230	marbofloxacin	ARO+CHEBI	PMID:8583541|PMID:8383902|PMID:8235542|PMID:25470431|PMID:25567298	MECHANISM_REVIEW: mechanism is absent; 13 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:167566	maremycin G	CHEBI	PMID:30020298|PMID:31394779	MECHANISM_REVIEW: mechanism is absent; 2 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:78496	mastoparan	CHEBI	PMID:16714348|PMID:2044701|PMID:2175826|PMID:2204429|PMID:23463512	MECHANISM_REVIEW: mechanism is absent; 7 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:78509	mastoparan-A	CHEBI	PMID:21884742	MECHANISM_REVIEW: mechanism is absent; 1 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:78507	mastoparan-AF	CHEBI	PMID:21884742|PMID:22561066	MECHANISM_REVIEW: mechanism is absent; 2 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:78511	mastoparan-B	CHEBI	PMID:10667861|PMID:11245254|PMID:11478963|PMID:17298553|PMID:2006909	MECHANISM_REVIEW: mechanism is absent; 10 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:78514	mastoparan-D	CHEBI	PMID:21884742	MECHANISM_REVIEW: mechanism is absent; 1 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:78518	mastoparan-M	CHEBI	PMID:10568222|PMID:10571667|PMID:10724025|PMID:21884742	MECHANISM_REVIEW: mechanism is absent; 4 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:78519	mastoparan-V	CHEBI	PMID:21884742	MECHANISM_REVIEW: mechanism is absent; 1 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:6701	maytansine	CHEBI	PMID:1241159|PMID:20937594|PMID:367597|PMID:3834790|PMID:628025	MECHANISM_REVIEW: mechanism is absent; 5 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:66686	maytenfolone A	CHEBI	PMID:9115698	MECHANISM_REVIEW: mechanism is absent; 1 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:82818	MDL-28170	CHEBI	PMID:12001809|PMID:12820680|PMID:15275793|PMID:15282090|PMID:15777753	MECHANISM_REVIEW: mechanism is absent; 10 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:51208	mecillinam	ARO+CHEBI	PMID:6310995	MECHANISM_REVIEW: mechanism is absent; 1 source literature lead(s), 0 record evidence item(s), 1 target(s)
review-readiness	CHEBI:66687	mediomycin A	CHEBI	PMID:17315962	MECHANISM_REVIEW: mechanism is absent; 1 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:66688	mediomycin B	CHEBI	PMID:17315962	MECHANISM_REVIEW: mechanism is absent; 1 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:167905	mefuparib	CHEBI	PMID:27926532|PMID:31671946|PMID:32984792|PMID:33063092|PMID:33151287	MECHANISM_REVIEW: mechanism is absent; 5 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:167899	mefuparib hydrochloride	CHEBI	PMID:27926532|PMID:31671946|PMID:33770364	MECHANISM_REVIEW: mechanism is absent; 3 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:6751	mepanipyrim	CHEBI	PMID:12619685|PMID:21047134|PMID:22562348|PMID:23285970|PMID:23410121	MECHANISM_REVIEW: mechanism is absent; 10 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:81823	mepronil	CHEBI	PMID:20088408	MECHANISM_REVIEW: mechanism is source-seeded and not curator-checked; 1 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:50667	mercaptopurine	CHEBI	PMID:16267626|PMID:28011186|PMID:28166217|PMID:28212467|PMID:28295989	MECHANISM_REVIEW: mechanism is absent; 10 source literature lead(s), 0 record evidence item(s), 0 target(s)
review-readiness	CHEBI:43968	meropenem	ARO+CHEBI	PMID:18416587|PMID:10776838|PMID:11069213|PMID:18611786|PMID:18645546	MECHANISM_REVIEW: mechanism is absent; 11 source literature lead(s), 0 record evidence item(s), 1 target(s)
