application_number	application_type	product_number	sponsor_name	drug_name	ingredient_name	unii	standard_inchi_key	gsrs_record_version	approval_date	submission_status	marketing_status	currently_marketed	drugsfda_version	drugsfda_retrieved_on	unii_version	gsrs_retrieved_on
201566	ANDA	001	SIGMAPHARM LABS LLC	FLUCYTOSINE	FLUCYTOSINE	D83282DT06	XRECTZIEBJDKEO-UHFFFAOYSA-N	44	2011-06-28	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
201566	ANDA	002	SIGMAPHARM LABS LLC	FLUCYTOSINE	FLUCYTOSINE	D83282DT06	XRECTZIEBJDKEO-UHFFFAOYSA-N	44	2011-06-28	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
204652	ANDA	001	NOVEL LABS INC	FLUCYTOSINE	FLUCYTOSINE	D83282DT06	XRECTZIEBJDKEO-UHFFFAOYSA-N	44	2017-07-07	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
204652	ANDA	002	NOVEL LABS INC	FLUCYTOSINE	FLUCYTOSINE	D83282DT06	XRECTZIEBJDKEO-UHFFFAOYSA-N	44	2017-07-07	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
206550	ANDA	001	HIKMA	FLUCYTOSINE	FLUCYTOSINE	D83282DT06	XRECTZIEBJDKEO-UHFFFAOYSA-N	44	2017-10-17	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
206550	ANDA	002	HIKMA	FLUCYTOSINE	FLUCYTOSINE	D83282DT06	XRECTZIEBJDKEO-UHFFFAOYSA-N	44	2017-10-17	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
207536	ANDA	001	STRIDES PHARMA	FLUCYTOSINE	FLUCYTOSINE	D83282DT06	XRECTZIEBJDKEO-UHFFFAOYSA-N	44	2018-06-18	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
207536	ANDA	002	STRIDES PHARMA	FLUCYTOSINE	FLUCYTOSINE	D83282DT06	XRECTZIEBJDKEO-UHFFFAOYSA-N	44	2018-06-18	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
212632	ANDA	001	STRIDES PHARMA	FLUCYTOSINE	FLUCYTOSINE	D83282DT06	XRECTZIEBJDKEO-UHFFFAOYSA-N	44	2020-04-17	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
212632	ANDA	002	STRIDES PHARMA	FLUCYTOSINE	FLUCYTOSINE	D83282DT06	XRECTZIEBJDKEO-UHFFFAOYSA-N	44	2020-04-17	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
213665	ANDA	001	AUROBINDO PHARMA LTD	FLUCYTOSINE	FLUCYTOSINE	D83282DT06	XRECTZIEBJDKEO-UHFFFAOYSA-N	44	2020-05-01	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
213665	ANDA	002	AUROBINDO PHARMA LTD	FLUCYTOSINE	FLUCYTOSINE	D83282DT06	XRECTZIEBJDKEO-UHFFFAOYSA-N	44	2020-05-01	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
218005	ANDA	001	LAURUS	FLUCYTOSINE	FLUCYTOSINE	D83282DT06	XRECTZIEBJDKEO-UHFFFAOYSA-N	44	2025-07-23	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
218005	ANDA	002	LAURUS	FLUCYTOSINE	FLUCYTOSINE	D83282DT06	XRECTZIEBJDKEO-UHFFFAOYSA-N	44	2025-07-23	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
207924	NDA	001	ELI LILLY AND CO	OLUMIANT	BARICITINIB	ISP4442I3Y	XUZMWHLSFXCVMG-UHFFFAOYSA-N	60	2018-05-31	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
207924	NDA	002	ELI LILLY AND CO	OLUMIANT	BARICITINIB	ISP4442I3Y	XUZMWHLSFXCVMG-UHFFFAOYSA-N	60	2018-05-31	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
207924	NDA	003	ELI LILLY AND CO	OLUMIANT	BARICITINIB	ISP4442I3Y	XUZMWHLSFXCVMG-UHFFFAOYSA-N	60	2018-05-31	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
217542	ANDA	001	AUROBINDO PHARMA LTD	BARICITINIB	BARICITINIB	ISP4442I3Y	XUZMWHLSFXCVMG-UHFFFAOYSA-N	60	2024-07-22	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
217542	ANDA	002	AUROBINDO PHARMA LTD	BARICITINIB	BARICITINIB	ISP4442I3Y	XUZMWHLSFXCVMG-UHFFFAOYSA-N	60	2024-07-22	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
217585	ANDA	001	MSN	OLUMIANT	BARICITINIB	ISP4442I3Y	XUZMWHLSFXCVMG-UHFFFAOYSA-N	60	2025-08-08	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
217585	ANDA	002	MSN	OLUMIANT	BARICITINIB	ISP4442I3Y	XUZMWHLSFXCVMG-UHFFFAOYSA-N	60	2025-08-08	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
217585	ANDA	003	MSN	OLUMIANT	BARICITINIB	ISP4442I3Y	XUZMWHLSFXCVMG-UHFFFAOYSA-N	60	2025-08-08	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
007935	NDA	002	DELCOR ASSET CORP	PHENERGAN	PROMETHAZINE HYDROCHLORIDE	R61ZEH7I1I	XXPDBLUZJRXNNZ-UHFFFAOYSA-N	38	1951-03-29	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
007935	NDA	003	DELCOR ASSET CORP	PHENERGAN	PROMETHAZINE HYDROCHLORIDE	R61ZEH7I1I	XXPDBLUZJRXNNZ-UHFFFAOYSA-N	38	1951-03-29	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
007935	NDA	004	DELCOR ASSET CORP	PHENERGAN	PROMETHAZINE HYDROCHLORIDE	R61ZEH7I1I	XXPDBLUZJRXNNZ-UHFFFAOYSA-N	38	1951-03-29	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
008381	NDA	003	ANI PHARMS	PROMETHAZINE HYDROCHLORIDE PLAIN	PROMETHAZINE HYDROCHLORIDE	R61ZEH7I1I	XXPDBLUZJRXNNZ-UHFFFAOYSA-N	38	1952-04-11	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
008381	NDA	004	ANI PHARMS	PROMETHAZINE HYDROCHLORIDE PLAIN	PROMETHAZINE HYDROCHLORIDE	R61ZEH7I1I	XXPDBLUZJRXNNZ-UHFFFAOYSA-N	38	1952-04-11	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
008857	NDA	002	WYETH AYERST	PHENERGAN	PROMETHAZINE HYDROCHLORIDE	R61ZEH7I1I	XXPDBLUZJRXNNZ-UHFFFAOYSA-N	38	1956-08-20	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
008857	NDA	003	WYETH AYERST	PHENERGAN	PROMETHAZINE HYDROCHLORIDE	R61ZEH7I1I	XXPDBLUZJRXNNZ-UHFFFAOYSA-N	38	1956-08-20	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
010926	NDA	001	PHARMOBEDIENT	PHENERGAN	PROMETHAZINE HYDROCHLORIDE	R61ZEH7I1I	XXPDBLUZJRXNNZ-UHFFFAOYSA-N	38	1958-05-05	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
010926	NDA	002	PHARMOBEDIENT	PHENERGAN	PROMETHAZINE HYDROCHLORIDE	R61ZEH7I1I	XXPDBLUZJRXNNZ-UHFFFAOYSA-N	38	1958-05-05	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
011689	NDA	001	PHARMOBEDIENT	PHENERGAN	PROMETHAZINE HYDROCHLORIDE	R61ZEH7I1I	XXPDBLUZJRXNNZ-UHFFFAOYSA-N	38	1960-04-27	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
040026	ANDA	001	CHARTWELL RX	PROMETHAZINE HYDROCHLORIDE	PROMETHAZINE HYDROCHLORIDE	R61ZEH7I1I	XXPDBLUZJRXNNZ-UHFFFAOYSA-N	38	1998-09-25	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
040372	ANDA	001	HOSPIRA	PROMETHAZINE HYDROCHLORIDE	PROMETHAZINE HYDROCHLORIDE	R61ZEH7I1I	XXPDBLUZJRXNNZ-UHFFFAOYSA-N	38	2000-06-08	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
040372	ANDA	002	HOSPIRA	PROMETHAZINE HYDROCHLORIDE	PROMETHAZINE HYDROCHLORIDE	R61ZEH7I1I	XXPDBLUZJRXNNZ-UHFFFAOYSA-N	38	2000-06-08	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
040428	ANDA	001	COSETTE PHARMS NC	PROMETHAZINE HYDROCHLORIDE	PROMETHAZINE HYDROCHLORIDE	R61ZEH7I1I	XXPDBLUZJRXNNZ-UHFFFAOYSA-N	38	2002-02-05	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
040428	ANDA	002	COSETTE PHARMS NC	PROMETHAZINE HYDROCHLORIDE	PROMETHAZINE HYDROCHLORIDE	R61ZEH7I1I	XXPDBLUZJRXNNZ-UHFFFAOYSA-N	38	2002-02-05	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
040449	ANDA	001	ABLE	PROMETHAZINE HYDROCHLORIDE	PROMETHAZINE HYDROCHLORIDE	R61ZEH7I1I	XXPDBLUZJRXNNZ-UHFFFAOYSA-N	38	2003-02-27	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
040454	ANDA	001	TEVA PHARMS USA	PROMETHAZINE HYDROCHLORIDE	PROMETHAZINE HYDROCHLORIDE	R61ZEH7I1I	XXPDBLUZJRXNNZ-UHFFFAOYSA-N	38	2002-08-22	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
040454	ANDA	002	TEVA PHARMS USA	PROMETHAZINE HYDROCHLORIDE	PROMETHAZINE HYDROCHLORIDE	R61ZEH7I1I	XXPDBLUZJRXNNZ-UHFFFAOYSA-N	38	2002-08-22	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
040471	ANDA	001	MYLAN INSTITUTIONAL	PROMETHAZINE HYDROCHLORIDE	PROMETHAZINE HYDROCHLORIDE	R61ZEH7I1I	XXPDBLUZJRXNNZ-UHFFFAOYSA-N	38	2002-11-21	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
040479	ANDA	001	WATSON LABS INC	PROMETHAZINE HYDROCHLORIDE	PROMETHAZINE HYDROCHLORIDE	R61ZEH7I1I	XXPDBLUZJRXNNZ-UHFFFAOYSA-N	38	2003-06-24	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
040479	ANDA	002	WATSON LABS INC	PROMETHAZINE HYDROCHLORIDE	PROMETHAZINE HYDROCHLORIDE	R61ZEH7I1I	XXPDBLUZJRXNNZ-UHFFFAOYSA-N	38	2003-06-24	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
040500	ANDA	001	PADAGIS ISRAEL	PROMETHAZINE HYDROCHLORIDE	PROMETHAZINE HYDROCHLORIDE	R61ZEH7I1I	XXPDBLUZJRXNNZ-UHFFFAOYSA-N	38	2003-06-30	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
040500	ANDA	002	PADAGIS ISRAEL	PROMETHAZINE HYDROCHLORIDE	PROMETHAZINE HYDROCHLORIDE	R61ZEH7I1I	XXPDBLUZJRXNNZ-UHFFFAOYSA-N	38	2003-06-30	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
040504	ANDA	001	ABLE	PROMETHAZINE HYDROCHLORIDE	PROMETHAZINE HYDROCHLORIDE	R61ZEH7I1I	XXPDBLUZJRXNNZ-UHFFFAOYSA-N	38	2003-04-11	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
040504	ANDA	002	ABLE	PROMETHAZINE HYDROCHLORIDE	PROMETHAZINE HYDROCHLORIDE	R61ZEH7I1I	XXPDBLUZJRXNNZ-UHFFFAOYSA-N	38	2003-04-11	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
040515	ANDA	001	AM REGENT	PROMETHAZINE HYDROCHLORIDE	PROMETHAZINE HYDROCHLORIDE	R61ZEH7I1I	XXPDBLUZJRXNNZ-UHFFFAOYSA-N	38	2003-03-19	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
040524	ANDA	001	BEDFORD LABS	PROMETHAZINE HYDROCHLORIDE	PROMETHAZINE HYDROCHLORIDE	R61ZEH7I1I	XXPDBLUZJRXNNZ-UHFFFAOYSA-N	38	2004-03-17	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
040524	ANDA	002	BEDFORD LABS	PROMETHAZINE HYDROCHLORIDE	PROMETHAZINE HYDROCHLORIDE	R61ZEH7I1I	XXPDBLUZJRXNNZ-UHFFFAOYSA-N	38	2004-03-17	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
040558	ANDA	001	ABLE	PROMETHAZINE HYDROCHLORIDE	PROMETHAZINE HYDROCHLORIDE	R61ZEH7I1I	XXPDBLUZJRXNNZ-UHFFFAOYSA-N	38	2004-07-01	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
040558	ANDA	002	ABLE	PROMETHAZINE HYDROCHLORIDE	PROMETHAZINE HYDROCHLORIDE	R61ZEH7I1I	XXPDBLUZJRXNNZ-UHFFFAOYSA-N	38	2004-07-01	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
040558	ANDA	003	ABLE	PROMETHAZINE HYDROCHLORIDE	PROMETHAZINE HYDROCHLORIDE	R61ZEH7I1I	XXPDBLUZJRXNNZ-UHFFFAOYSA-N	38	2004-07-01	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
040593	ANDA	001	SANDOZ	PROMETHAZINE HYDROCHLORIDE	PROMETHAZINE HYDROCHLORIDE	R61ZEH7I1I	XXPDBLUZJRXNNZ-UHFFFAOYSA-N	38	2006-11-08	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
040593	ANDA	002	SANDOZ	PROMETHAZINE HYDROCHLORIDE	PROMETHAZINE HYDROCHLORIDE	R61ZEH7I1I	XXPDBLUZJRXNNZ-UHFFFAOYSA-N	38	2006-11-08	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
040596	ANDA	001	ZYDUS PHARMS USA	PROMETHAZINE HYDROCHLORIDE	PROMETHAZINE HYDROCHLORIDE	R61ZEH7I1I	XXPDBLUZJRXNNZ-UHFFFAOYSA-N	38	2005-11-18	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
040596	ANDA	002	ZYDUS PHARMS USA	PROMETHAZINE HYDROCHLORIDE	PROMETHAZINE HYDROCHLORIDE	R61ZEH7I1I	XXPDBLUZJRXNNZ-UHFFFAOYSA-N	38	2005-11-18	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
040596	ANDA	003	ZYDUS PHARMS USA	PROMETHAZINE HYDROCHLORIDE	PROMETHAZINE HYDROCHLORIDE	R61ZEH7I1I	XXPDBLUZJRXNNZ-UHFFFAOYSA-N	38	2005-11-18	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
040603	ANDA	001	SUN PHARMA CANADA	PROMETHAZINE HYDROCHLORIDE	PROMETHAZINE HYDROCHLORIDE	R61ZEH7I1I	XXPDBLUZJRXNNZ-UHFFFAOYSA-N	38	2006-10-26	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
040603	ANDA	002	SUN PHARMA CANADA	PROMETHAZINE HYDROCHLORIDE	PROMETHAZINE HYDROCHLORIDE	R61ZEH7I1I	XXPDBLUZJRXNNZ-UHFFFAOYSA-N	38	2006-10-26	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
040622	ANDA	001	PRINSTON INC	PROMETHAZINE HYDROCHLORIDE	PROMETHAZINE HYDROCHLORIDE	R61ZEH7I1I	XXPDBLUZJRXNNZ-UHFFFAOYSA-N	38	2006-07-18	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
040622	ANDA	002	PRINSTON INC	PROMETHAZINE HYDROCHLORIDE	PROMETHAZINE HYDROCHLORIDE	R61ZEH7I1I	XXPDBLUZJRXNNZ-UHFFFAOYSA-N	38	2006-07-18	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
040622	ANDA	003	PRINSTON INC	PROMETHAZINE HYDROCHLORIDE	PROMETHAZINE HYDROCHLORIDE	R61ZEH7I1I	XXPDBLUZJRXNNZ-UHFFFAOYSA-N	38	2006-07-18	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
040643	ANDA	001	PHARM ASSOC	PROMETHAZINE HYDROCHLORIDE	PROMETHAZINE HYDROCHLORIDE	R61ZEH7I1I	XXPDBLUZJRXNNZ-UHFFFAOYSA-N	38	2006-04-26	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
040673	ANDA	001	QUAGEN	PROMETHAZINE HYDROCHLORIDE	PROMETHAZINE HYDROCHLORIDE	R61ZEH7I1I	XXPDBLUZJRXNNZ-UHFFFAOYSA-N	38	2008-03-05	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
040673	ANDA	002	QUAGEN	PROMETHAZINE HYDROCHLORIDE	PROMETHAZINE HYDROCHLORIDE	R61ZEH7I1I	XXPDBLUZJRXNNZ-UHFFFAOYSA-N	38	2008-03-05	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
040673	ANDA	003	QUAGEN	PROMETHAZINE HYDROCHLORIDE	PROMETHAZINE HYDROCHLORIDE	R61ZEH7I1I	XXPDBLUZJRXNNZ-UHFFFAOYSA-N	38	2008-03-05	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
040712	ANDA	001	KVK TECH	PROMETHAZINE HYDROCHLORIDE	PROMETHAZINE HYDROCHLORIDE	R61ZEH7I1I	XXPDBLUZJRXNNZ-UHFFFAOYSA-N	38	2006-07-31	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
040712	ANDA	002	KVK TECH	PROMETHAZINE HYDROCHLORIDE	PROMETHAZINE HYDROCHLORIDE	R61ZEH7I1I	XXPDBLUZJRXNNZ-UHFFFAOYSA-N	38	2006-07-31	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
040712	ANDA	003	KVK TECH	PROMETHAZINE HYDROCHLORIDE	PROMETHAZINE HYDROCHLORIDE	R61ZEH7I1I	XXPDBLUZJRXNNZ-UHFFFAOYSA-N	38	2006-07-31	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
040713	ANDA	001	KVK TECH	PROMETHAZINE HYDROCHLORIDE	PROMETHAZINE HYDROCHLORIDE	R61ZEH7I1I	XXPDBLUZJRXNNZ-UHFFFAOYSA-N	38	2006-07-31	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
040718	ANDA	001	SUN PHARMA CANADA	PROMETHAZINE HYDROCHLORIDE	PROMETHAZINE HYDROCHLORIDE	R61ZEH7I1I	XXPDBLUZJRXNNZ-UHFFFAOYSA-N	38	2007-04-04	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
040737	ANDA	001	XGEN PHARMS	PROMETHAZINE HYDROCHLORIDE	PROMETHAZINE HYDROCHLORIDE	R61ZEH7I1I	XXPDBLUZJRXNNZ-UHFFFAOYSA-N	38	2008-04-24	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
040737	ANDA	002	XGEN PHARMS	PROMETHAZINE HYDROCHLORIDE	PROMETHAZINE HYDROCHLORIDE	R61ZEH7I1I	XXPDBLUZJRXNNZ-UHFFFAOYSA-N	38	2008-04-24	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
040785	ANDA	001	WOCKHARDT BIO AG	PROMETHAZINE HYDROCHLORIDE	PROMETHAZINE HYDROCHLORIDE	R61ZEH7I1I	XXPDBLUZJRXNNZ-UHFFFAOYSA-N	38	2008-09-26	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
040785	ANDA	002	WOCKHARDT BIO AG	PROMETHAZINE HYDROCHLORIDE	PROMETHAZINE HYDROCHLORIDE	R61ZEH7I1I	XXPDBLUZJRXNNZ-UHFFFAOYSA-N	38	2008-09-26	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
040791	ANDA	001	IMPAX LABS	PROMETHAZINE HYDROCHLORIDE	PROMETHAZINE HYDROCHLORIDE	R61ZEH7I1I	XXPDBLUZJRXNNZ-UHFFFAOYSA-N	38	2008-05-20	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
040791	ANDA	002	IMPAX LABS	PROMETHAZINE HYDROCHLORIDE	PROMETHAZINE HYDROCHLORIDE	R61ZEH7I1I	XXPDBLUZJRXNNZ-UHFFFAOYSA-N	38	2008-05-20	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
040791	ANDA	003	IMPAX LABS	PROMETHAZINE HYDROCHLORIDE	PROMETHAZINE HYDROCHLORIDE	R61ZEH7I1I	XXPDBLUZJRXNNZ-UHFFFAOYSA-N	38	2008-05-20	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
040863	ANDA	001	SUN PHARM INDS INC	PROMETHAZINE HYDROCHLORIDE	PROMETHAZINE HYDROCHLORIDE	R61ZEH7I1I	XXPDBLUZJRXNNZ-UHFFFAOYSA-N	38	2008-12-30	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
040863	ANDA	002	SUN PHARM INDS INC	PROMETHAZINE HYDROCHLORIDE	PROMETHAZINE HYDROCHLORIDE	R61ZEH7I1I	XXPDBLUZJRXNNZ-UHFFFAOYSA-N	38	2008-12-30	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
040863	ANDA	003	SUN PHARM INDS INC	PROMETHAZINE HYDROCHLORIDE	PROMETHAZINE HYDROCHLORIDE	R61ZEH7I1I	XXPDBLUZJRXNNZ-UHFFFAOYSA-N	38	2008-12-30	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
040882	ANDA	001	AMNEAL PHARMS	PROMETHAZINE HYDROCHLORIDE	PROMETHAZINE HYDROCHLORIDE	R61ZEH7I1I	XXPDBLUZJRXNNZ-UHFFFAOYSA-N	38	2009-12-30	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
040891	ANDA	001	STRIDES PHARMA	PROMETHAZINE HYDROCHLORIDE	PROMETHAZINE HYDROCHLORIDE	R61ZEH7I1I	XXPDBLUZJRXNNZ-UHFFFAOYSA-N	38	2009-03-13	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
080629	ANDA	002	WATSON LABS	PROMETHAZINE HYDROCHLORIDE	PROMETHAZINE HYDROCHLORIDE	R61ZEH7I1I	XXPDBLUZJRXNNZ-UHFFFAOYSA-N	38	1974-01-29	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
080949	ANDA	001	CHARTWELL MOLECULAR	PROMETHAZINE HYDROCHLORIDE	PROMETHAZINE HYDROCHLORIDE	R61ZEH7I1I	XXPDBLUZJRXNNZ-UHFFFAOYSA-N	38	1976-07-28	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
080949	ANDA	002	CHARTWELL MOLECULAR	PROMETHAZINE HYDROCHLORIDE	PROMETHAZINE HYDROCHLORIDE	R61ZEH7I1I	XXPDBLUZJRXNNZ-UHFFFAOYSA-N	38	1976-07-28	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
080949	ANDA	003	CHARTWELL MOLECULAR	PROMETHAZINE HYDROCHLORIDE	PROMETHAZINE HYDROCHLORIDE	R61ZEH7I1I	XXPDBLUZJRXNNZ-UHFFFAOYSA-N	38	1976-07-28	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
083204	ANDA	001	WATSON LABS	PROMETHAZINE HYDROCHLORIDE	PROMETHAZINE HYDROCHLORIDE	R61ZEH7I1I	XXPDBLUZJRXNNZ-UHFFFAOYSA-N	38	1973-03-06	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
083214	ANDA	001	PVT FORM	PROMETHAZINE HYDROCHLORIDE	PROMETHAZINE HYDROCHLORIDE	R61ZEH7I1I	XXPDBLUZJRXNNZ-UHFFFAOYSA-N	38	1976-09-09	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
083312	ANDA	001	HIKMA	PROMETHAZINE HYDROCHLORIDE	PROMETHAZINE HYDROCHLORIDE	R61ZEH7I1I	XXPDBLUZJRXNNZ-UHFFFAOYSA-N	38	1973-09-19	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
083312	ANDA	002	HIKMA	PROMETHAZINE HYDROCHLORIDE	PROMETHAZINE HYDROCHLORIDE	R61ZEH7I1I	XXPDBLUZJRXNNZ-UHFFFAOYSA-N	38	1973-09-19	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
083426	ANDA	001	WATSON LABS	PROMETHAZINE HYDROCHLORIDE	PROMETHAZINE HYDROCHLORIDE	R61ZEH7I1I	XXPDBLUZJRXNNZ-UHFFFAOYSA-N	38	1973-09-19	AP	Prescription	true	2026-08-28	2026-08-31	2026-08-31	2026-08-31
083603	ANDA	001	IVAX SUB TEVA PHARMS	PROMETHAZINE HYDROCHLORIDE	PROMETHAZINE HYDROCHLORIDE	R61ZEH7I1I	XXPDBLUZJRXNNZ-UHFFFAOYSA-N	38	1973-10-26	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
083604	ANDA	001	IVAX SUB TEVA PHARMS	PROMETHAZINE HYDROCHLORIDE	PROMETHAZINE HYDROCHLORIDE	R61ZEH7I1I	XXPDBLUZJRXNNZ-UHFFFAOYSA-N	38	1973-09-17	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
083613	ANDA	001	IVAX SUB TEVA PHARMS	PROMETHAZINE HYDROCHLORIDE	PROMETHAZINE HYDROCHLORIDE	R61ZEH7I1I	XXPDBLUZJRXNNZ-UHFFFAOYSA-N	38	1973-09-21	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
083658	ANDA	001	PVT FORM	PROMETHAZINE HYDROCHLORIDE	PROMETHAZINE HYDROCHLORIDE	R61ZEH7I1I	XXPDBLUZJRXNNZ-UHFFFAOYSA-N	38	1976-10-01	AP	Discontinued	false	2026-08-28	2026-08-31	2026-08-31	2026-08-31
